NAME	TITLE	SCORE	
SCAMP4		43.912704	
KIAA1033		43.76519	
RLF		43.234512	
SHPRH		43.116398	
CALM2		42.571743	
LRRC61		42.52752	
MAP6		42.48347	
EBAG9		42.416073	
ADH5		42.22165	
IBA57		42.14529	
RWDD2B		42.139698	
MRPL50		42.083008	
TMEM238		42.029156	
ADPRH		41.910286	
PPP4R1L		41.909683	
SNX11		41.86658	
CCNT2		41.824913	
EMP2		41.80353	
LZTR1		41.80043	
DHRS7B		41.795685	
NOSIP		41.749023	
TTC28-AS1		41.624165	
JTB		41.541283	
IRF2BPL		41.418575	
GALNT5		41.226074	
NRBP2		41.17531	
SALL2		41.02843	
AKAP11		40.937687	
SAP25		40.802464	
TVP23C		40.74715	
UBE2D1		40.72328	
CYB5R1		40.633488	
CTSZ		40.51522	
LRRC27		40.42753	
RPL29		40.385235	
LSM12		40.356743	
DIRC2		40.259296	
E2F6		40.23403	
SMIM13		40.20063	
MZT2A		40.168015	
RNF14		40.14907	
NDRG3		40.123276	
ADIRF		40.122147	
MTDH		40.10507	
RSAD2		40.09817	
TRIM16		40.05108	
ARNT2		39.91073	
GNB4		39.86348	
HOMER1		39.856106	
PQBP1		39.798878	
MOCOS		39.72933	
NMI		39.727318	
CIZ1		39.565353	
CHCHD10		39.502388	
TMEM237		39.434586	
MTMR3		39.406628	
SPRY1		39.35411	
MYO5A		39.30736	
PNRC1		39.2361	
CCDC153		39.211597	
ARHGAP8		39.163498	
PSMB2		39.1594	
DIS3L		39.114265	
TMED8		38.992943	
DHX36		38.921482	
VPS50		38.892044	
RPP25L		38.857754	
CNFN		38.85333	
MICU1		38.835094	
TMEM56-RWDD3		38.819862	
TP73-AS1		38.781544	
TLCD1		38.768196	
EMC4		38.715137	
SC5D		38.69899	
LYPD6		38.62104	
HSD17B14		38.55789	
NUF2		38.53253	
CES2		38.45826	
EPC1		38.439682	
FAM127C		38.435917	
NANS		38.39754	
VEZF1		38.38623	
SORD		38.354824	
APEX2		38.303978	
TJP1		38.30392	
RBM47		38.262505	
DR1		38.150673	
CLIP2		38.139656	
MUS81		38.137756	
MIR3661		38.123463	
RBBP6		38.10681	
UBAC1		38.10615	
MRPL20		38.097847	
LOC101929147		38.05682	
TTLL12		38.02259	
TACSTD2		38.015526	
PCNX		38.01361	
THOC7		38.01147	
LCORL		37.95491	
CEP350		37.951008	
MYEOV		37.946915	
ECD		37.925922	
RPA1		37.890045	
TFIP11		37.887955	
CMTM7		37.825775	
IQCC		37.819813	
PDIA3		37.80805	
TGDS		37.796005	
B3GNT7		37.77579	
TOP1		37.724968	
TOR1AIP2		37.71249	
CDC25A		37.70401	
LY96		37.691593	
ANO8		37.672432	
L2HGDH		37.648808	
BCAS2		37.643322	
MTHFD2		37.63849	
SESTD1		37.62202	
PLSCR4		37.59614	
PALM2		37.59264	
TMEM125		37.534477	
SNTB2		37.51709	
DHX35		37.497414	
FBXO42		37.461372	
FOXD1		37.459736	
G3BP2		37.456512	
CCP110		37.44608	
EMP1		37.43406	
FOXH1		37.426815	
ARHGAP17		37.422554	
ARHGAP18		37.422554	
ITCH		37.41241	
PAWR		37.382378	
PEF1		37.350468	
CHAF1B		37.297188	
HPS3		37.282562	
P2RX5		37.274033	
ETS1		37.26171	
GLUD1		37.232296	
CDRT4		37.21411	
NUDT3		37.212585	
ATP6V1G2		37.20064	
CREG1		37.195553	
UQCRQ		37.19473	
ELFN2		37.17922	
FAM195A		37.17774	
COA4		37.175766	
SUMO3		37.170208	
MIF4GD		37.163597	
OSCP1		37.15332	
ATP5O		37.127434	
TMC4		37.127384	
WDR53		37.1218	
LNX1		37.096798	
ANAPC2		37.07841	
FUZ		37.0775	
SNORA63		37.05403	
BDH2		37.051186	
MYADM		37.018272	
SORL1		37.00261	
ADCK4		36.999626	
CINP		36.9964	
ADORA2A		36.991257	
PAXIP1-AS2		36.98925	
GCFC2		36.985764	
MIR22HG		36.953724	
IARS2		36.923725	
LASP1		36.911285	
CCL28		36.891476	
CYCS		36.86845	
BCYRN1		36.85317	
GSKIP		36.845192	
SERP2		36.823265	
PLEKHA3		36.82189	
DCUN1D5		36.809296	
DVL1		36.807327	
CHUK		36.803116	
HHEX		36.78321	
SETDB1		36.782673	
SS18L2		36.778374	
FGFR2		36.77259	
CYSTM1		36.769196	
CALCOCO1		36.766403	
CEP44		36.76602	
POLE2		36.762012	
CISD3		36.759205	
PQLC2		36.759197	
LARP1B		36.751072	
GIPC1		36.749817	
ADD3		36.73021	
SIGLEC15		36.698883	
CCDC18		36.695194	
PIAS3		36.694183	
SMG1P7		36.6871	
RAB11FIP3		36.68645	
SMARCAD1		36.68252	
TMEM177		36.678307	
B3GALT6		36.625446	
KIAA0020		36.598854	
LAT2		36.56306	
CLASP1		36.562435	
PGAM1		36.56091	
THAP5		36.554867	
GTF2F2		36.532852	
RPS14		36.500168	
SAMHD1		36.48362	
NLN		36.477974	
SLC33A1		36.47213	
BRAP		36.45424	
PIN1		36.453827	
SLC35G1		36.45042	
APIP		36.43949	
CCDC50		36.439243	
NHLRC1		36.43849	
SGK3		36.421932	
MRGPRX3		36.4174	
PIK3R2		36.409172	
TSC22D4		36.38516	
GEMIN7		36.375202	
DRAM2		36.348854	
RNPS1		36.3355	
COQ4		36.33164	
PPP1R8		36.298298	
C5orf28		36.295708	
SETD6		36.27717	
NCAPG		36.263798	
